Date,Price
2017-10-25,1.735
2017-10-26,1.751
2017-10-27,1.769
2017-10-30,1.764
2017-10-31,1.78
2017-11-01,1.741
2017-11-02,1.77
2017-11-03,1.793
2017-11-06,1.83
2017-11-07,1.815
2017-11-08,1.821
2017-11-09,1.82
2017-11-13,1.793
2017-11-14,1.761
2017-11-15,1.739
2017-11-16,1.714
2017-11-17,1.745
2017-11-20,1.744
2017-11-21,1.773
2017-11-22,1.768
2017-11-27,1.789
2017-11-28,1.772
2017-11-29,1.731
2017-11-30,1.728
2017-12-01,1.742
2017-12-04,1.692
2017-12-05,1.718
2017-12-06,1.661
2017-12-07,1.7
2017-12-08,1.717
2017-12-11,1.727
2017-12-12,1.698
2017-12-13,1.647
2017-12-14,1.671
2017-12-15,1.655
2017-12-18,1.673
2017-12-19,1.697
2017-12-20,1.735
2017-12-21,1.748
2017-12-22,1.762
2017-12-26,1.787
2017-12-27,1.792
2017-12-28,1.793
2018-01-02,1.763
2018-01-03,1.797
2018-01-04,1.807
2018-01-05,1.786
2018-01-08,1.792
2018-01-09,1.836
2018-01-10,1.833
2018-01-11,1.837
2018-01-12,1.85
2018-01-16,1.838
2018-01-17,1.858
2018-01-18,1.884
2018-01-19,1.864
2018-01-22,1.88
2018-01-23,1.909
2018-01-24,1.916
2018-01-25,1.915
2018-01-26,1.938
2018-01-29,1.935
2018-01-30,1.895
2018-01-31,1.908
2018-02-01,1.896
2018-02-02,1.872
2018-02-05,1.847
2018-02-06,1.805
2018-02-07,1.766
2018-02-08,1.765
2018-02-09,1.7
2018-02-12,1.679
2018-02-13,1.685
2018-02-14,1.713
2018-02-15,1.736
2018-02-16,1.751
2018-02-20,1.75
2018-02-21,1.757
2018-02-22,1.766
2018-02-23,1.809
2018-02-26,1.827
2018-02-27,1.803
2018-02-28,1.758
2018-03-01,1.896
2018-03-02,1.901
2018-03-05,1.935
2018-03-06,1.933
2018-03-07,1.91
2018-03-08,1.868
2018-03-09,1.904
2018-03-12,1.894
2018-03-13,1.886
2018-03-14,1.924
2018-03-15,1.925
2018-03-16,1.946
2018-03-19,1.925
2018-03-20,1.966
2018-03-21,2.012
2018-03-22,2.01
2018-03-23,2.034
2018-03-26,2.01
2018-03-27,2.014
2018-03-28,2.012
2018-03-29,2.018
2018-04-02,1.966
2018-04-03,1.974
2018-04-04,1.977
2018-04-05,1.982
2018-04-06,1.955
2018-04-09,1.984
2018-04-10,2.041
2018-04-11,2.068
2018-04-12,2.055
2018-04-13,2.065
2018-04-16,2.04
2018-04-17,2.041
2018-04-18,2.068
2018-04-19,2.077
2018-04-20,2.096
2018-04-23,2.124
2018-04-24,2.095
2018-04-25,2.09
2018-04-26,2.112
2018-04-27,2.127
2018-04-30,2.129
2018-05-01,2.088
2018-05-02,2.08
2018-05-03,2.088
2018-05-04,2.114
2018-05-07,2.134
2018-05-08,2.111
2018-05-09,2.167
2018-05-10,2.189
2018-05-11,2.189
2018-05-14,2.2
2018-05-15,2.205
2018-05-16,2.25
2018-05-17,2.243
2018-05-18,2.233
2018-05-21,2.257
2018-05-22,2.27
2018-05-23,2.26
2018-05-24,2.234
2018-05-25,2.181
2018-05-29,2.144
2018-05-30,2.184
2018-05-31,2.16
2018-06-01,2.143
2018-06-04,2.122
2018-06-05,2.106
2018-06-06,2.07
2018-06-07,2.115
2018-06-08,2.115
2018-06-11,2.105
2018-06-12,2.09
2018-06-13,2.125
2018-06-14,2.091
2018-06-15,2.023
2018-06-18,2.055
2018-06-19,2.038
2018-06-20,2.024
2018-06-21,2.012
2018-06-22,2.071
2018-06-25,2.052
2018-06-26,2.075
2018-06-27,2.134
2018-06-28,2.133
2018-06-29,2.179
2018-07-02,2.105
2018-07-03,2.118
2018-07-05,2.129
2018-07-06,2.109
2018-07-09,2.149
2018-07-10,2.16
2018-07-11,2.061
2018-07-12,2.072
2018-07-13,2.107
2018-07-16,2.002
2018-07-17,2.026
2018-07-18,2.044
2018-07-19,2.044
2018-07-20,2.069
2018-07-23,2.091
2018-07-24,2.096
2018-07-25,2.123
2018-07-26,2.162
2018-07-27,2.162
2018-07-30,2.16
2018-07-31,2.129
2018-08-01,2.045
2018-08-02,2.068
2018-08-03,2.066
2018-08-06,2.065
2018-08-07,2.104
2018-08-08,2.02
2018-08-09,2
2018-08-10,2.039
2018-08-13,2.015
2018-08-14,2.034
2018-08-15,1.997
2018-08-16,1.987
2018-08-17,1.981
2018-08-20,2.015
2018-08-21,2.018
2018-08-22,2.068
2018-08-23,2.059
2018-08-24,2.078
2018-08-27,2.09
2018-08-28,2.079
2018-08-29,2.106
2018-08-30,2.144
2018-08-31,2.144
2018-09-04,1.994
2018-09-05,1.965
2018-09-06,1.951
2018-09-07,1.97
2018-09-10,1.959
2018-09-11,2.014
2018-09-12,2.035
2018-09-13,1.993
2018-09-14,1.97
2018-09-17,1.977
2018-09-18,2.005
2018-09-19,2.021
2018-09-20,2.015
2018-09-21,2.017
2018-09-24,2.055
2018-09-25,2.068
2018-09-26,2.059
2018-09-27,2.082
2018-09-28,2.101
2018-10-01,2.128
2018-10-02,2.127
2018-10-03,2.138
2018-10-04,2.1
2018-10-05,2.086
2018-10-08,2.094
2018-10-09,2.077
2018-10-10,2.02
2018-10-11,1.933
2018-10-12,1.942
2018-10-15,1.944
2018-10-16,1.977
2018-10-17,1.919
2018-10-18,1.891
2018-10-19,1.914
2018-10-22,1.907
2018-10-23,1.837
2018-10-24,1.822
2018-10-25,1.813
2018-10-26,1.815
2018-10-29,1.825
2018-10-30,1.806
2018-10-31,1.768
2018-11-01,1.717
2018-11-02,1.708
2018-11-05,1.692
2018-11-06,1.694
2018-11-07,1.647
2018-11-08,1.644
2018-11-09,1.621
2018-11-12,1.637
2018-11-13,1.543
2018-11-14,1.561
2018-11-15,1.557
2018-11-16,1.577
2018-11-19,1.583
2018-11-20,1.496
2018-11-21,1.511
2018-11-23,1.391
2018-11-26,1.443
2018-11-27,1.421
2018-11-28,1.398
2018-11-29,1.455
2018-11-30,1.441
2018-12-03,1.431
2018-12-04,1.443
2018-12-05,1.446
2018-12-06,1.433
2018-12-07,1.486
2018-12-10,1.419
2018-12-11,1.44
2018-12-12,1.42
2018-12-13,1.478
2018-12-14,1.434
2018-12-17,1.41
2018-12-18,1.351
2018-12-19,1.386
2018-12-20,1.322
2018-12-21,1.318
2018-12-24,1.249
2018-12-26,1.33
2018-12-27,1.304
2018-12-28,1.326
2018-12-31,1.324
2019-01-02,1.326
2019-01-03,1.35
2019-01-04,1.348
2019-01-07,1.341
2019-01-08,1.363
2019-01-09,1.425
2019-01-10,1.431
2019-01-11,1.401
2019-01-14,1.364
2019-01-15,1.411
2019-01-16,1.416
2019-01-17,1.43
2019-01-18,1.453
2019-01-22,1.402
2019-01-23,1.386
2019-01-24,1.388
2019-01-25,1.389
2019-01-28,1.333
2019-01-29,1.351
2019-01-30,1.382
2019-01-31,1.363
2019-02-01,1.437
2019-02-04,1.432
2019-02-05,1.426
2019-02-06,1.459
2019-02-07,1.426
2019-02-08,1.446
2019-02-11,1.419
2019-02-12,1.427
2019-02-13,1.465
2019-02-14,1.509
2019-02-15,1.573
2019-02-19,1.564
2019-02-20,1.598
2019-02-21,1.614
2019-02-22,1.611
2019-02-25,1.545
2019-02-26,1.586
2019-02-27,1.634
2019-02-28,1.629
2019-03-01,1.73
2019-03-04,1.749
2019-03-05,1.767
2019-03-06,1.789
2019-03-07,1.805
2019-03-08,1.802
2019-03-11,1.826
2019-03-12,1.816
2019-03-13,1.857
2019-03-14,1.85
2019-03-15,1.858
2019-03-18,1.883
2019-03-19,1.893
2019-03-20,1.917
2019-03-21,1.92
2019-03-22,1.926
2019-03-25,1.938
2019-03-26,1.956
2019-03-27,1.896
2019-03-28,1.88
2019-03-29,1.896
2019-04-01,1.899
2019-04-02,1.929
2019-04-03,1.951
2019-04-04,1.94
2019-04-05,1.969
2019-04-08,1.988
2019-04-09,1.999
2019-04-10,2.069
2019-04-11,2.031
2019-04-12,2.037
2019-04-15,2.012
2019-04-16,2.032
2019-04-17,2.042
2019-04-18,2.072
2019-04-22,2.13
2019-04-23,2.132
2019-04-24,2.129
2019-04-25,2.132
2019-04-26,2.101
2019-04-29,2.083
2019-04-30,2.123
2019-05-01,2.064
2019-05-02,2.018
2019-05-03,2.027
2019-05-06,1.997
2019-05-07,1.949
2019-05-08,1.975
2019-05-09,1.975
2019-05-10,1.989
2019-05-13,1.964
2019-05-14,1.977
2019-05-15,2.013
2019-05-16,2.062
2019-05-17,2.047
2019-05-20,2.01
2019-05-21,2.019
2019-05-22,1.991
2019-05-23,1.913
2019-05-24,1.935
2019-05-28,1.957
2019-05-29,1.945
2019-05-30,1.879
2019-05-31,1.802
2019-06-03,1.741
2019-06-04,1.724
2019-06-05,1.693
2019-06-06,1.708
2019-06-07,1.739
2019-06-10,1.73
2019-06-11,1.756
2019-06-12,1.686
2019-06-13,1.72
2019-06-14,1.733
2019-06-17,1.691
2019-06-18,1.721
2019-06-19,1.736
2019-06-20,1.786
2019-06-21,1.856
2019-06-24,1.855
2019-06-25,1.877
2019-06-26,1.97
2019-06-27,1.947
2019-06-28,1.943
2019-07-01,1.931
2019-07-02,1.87
2019-07-03,1.917
2019-07-05,1.93
2019-07-08,1.901
2019-07-09,1.927
2019-07-10,2.005
2019-07-11,1.99
2019-07-12,1.977
2019-07-15,1.93
2019-07-16,1.892
2019-07-17,1.879
2019-07-18,1.834
2019-07-19,1.841
2019-07-22,1.828
2019-07-23,1.861
2019-07-24,1.855
2019-07-25,1.88
2019-07-26,1.874
2019-07-29,1.863
2019-07-30,1.897
2019-07-31,1.902
2019-08-01,1.75
2019-08-02,1.782
2019-08-05,1.718
2019-08-06,1.687
2019-08-07,1.62
2019-08-08,1.646
2019-08-09,1.674
2019-08-12,1.665
2019-08-13,1.736
2019-08-14,1.676
2019-08-15,1.636
2019-08-16,1.657
2019-08-19,1.664
2019-08-20,1.681
2019-08-21,1.694
2019-08-22,1.668
2019-08-23,1.643
2019-08-26,1.617
2019-08-27,1.65
2019-08-28,1.682
2019-08-29,1.685
2019-08-30,1.613
2019-09-03,1.471
2019-09-04,1.533
2019-09-05,1.546
2019-09-06,1.574
2019-09-09,1.585
2019-09-10,1.591
2019-09-11,1.57
2019-09-12,1.553
2019-09-13,1.553
2019-09-16,1.752
2019-09-17,1.675
2019-09-18,1.658
2019-09-19,1.701
2019-09-20,1.678
2019-09-23,1.684
2019-09-24,1.654
2019-09-25,1.625
2019-09-26,1.661
2019-09-27,1.651
2019-09-30,1.605
2019-10-01,1.574
2019-10-02,1.546
2019-10-03,1.556
2019-10-04,1.573
2019-10-07,1.569
2019-10-08,1.581
2019-10-09,1.587
2019-10-10,1.623
2019-10-11,1.639
2019-10-14,1.613
2019-10-15,1.614
2019-10-16,1.625
2019-10-17,1.623
2019-10-18,1.623
2019-10-21,1.607
2019-10-22,1.609
2019-10-23,1.652
2019-10-24,1.663
2019-10-25,1.673
2019-10-28,1.673
2019-10-29,1.686
2019-10-30,1.665
2019-10-31,1.631
2019-11-01,1.656
2019-11-04,1.664
2019-11-05,1.675
2019-11-06,1.626
2019-11-07,1.636
2019-11-08,1.634
2019-11-12,1.614
2019-11-13,1.637
2019-11-14,1.616
2019-11-15,1.635
2019-11-18,1.621
2019-11-19,1.604
2019-11-20,1.656
2019-11-21,1.704
2019-11-22,1.674
2019-11-25,1.675
2019-11-26,1.705
2019-11-27,1.679
2019-11-29,1.597
2019-12-02,1.573
2019-12-03,1.563
2019-12-04,1.604
2019-12-05,1.621
2019-12-06,1.647
2019-12-09,1.655
2019-12-10,1.653
2019-12-11,1.626
2019-12-12,1.628
2019-12-13,1.663
2019-12-16,1.663
2019-12-17,1.686
2019-12-18,1.684
2019-12-19,1.707
2019-12-20,1.706
2019-12-23,1.705
2019-12-24,1.727
2019-12-26,1.754
2019-12-27,1.747
2019-12-30,1.728
2019-12-31,1.698
2020-01-02,1.704
2020-01-03,1.749
2020-01-06,1.754
2020-01-07,1.722
2020-01-08,1.649
2020-01-09,1.653
2020-01-10,1.66
2020-01-13,1.657
2020-01-14,1.654
2020-01-15,1.637
2020-01-16,1.655
2020-01-17,1.641
2020-01-21,1.637
2020-01-22,1.58
2020-01-23,1.56
2020-01-24,1.515
2020-01-27,1.484
2020-01-28,1.503
2020-01-29,1.531
2020-01-30,1.494
2020-01-31,1.489
2020-02-03,1.474
2020-02-04,1.443
2020-02-05,1.486
2020-02-06,1.498
2020-02-07,1.524
2020-02-10,1.521
2020-02-11,1.514
2020-02-12,1.581
2020-02-13,1.58
2020-02-14,1.583
2020-02-18,1.615
2020-02-19,1.663
2020-02-20,1.67
2020-02-21,1.651
2020-02-24,1.609
2020-02-25,1.532
2020-02-26,1.455
2020-02-27,1.411
2020-02-28,1.396
2020-03-02,1.54
2020-03-03,1.531
2020-03-04,1.556
2020-03-05,1.522
2020-03-06,1.389
2020-03-09,1.137
2020-03-10,1.157
2020-03-11,1.11
2020-03-12,0.898
2020-03-13,0.899
2020-03-16,0.69
2020-03-17,0.711
2020-03-18,0.638
2020-03-19,0.685
2020-03-20,0.605
2020-03-23,0.412
2020-03-24,0.444
2020-03-25,0.547
2020-03-26,0.544
2020-03-27,0.574
2020-03-30,0.586
2020-03-31,0.573
2020-04-01,0.547
2020-04-02,0.663
2020-04-03,0.692
2020-04-06,0.702
2020-04-07,0.648
2020-04-08,0.678
2020-04-09,0.677
2020-04-13,0.703
2020-04-14,0.72
2020-04-15,0.72
2020-04-16,0.705
2020-04-17,0.711
2020-04-20,0.668
2020-04-21,0.51
2020-04-22,0.638
2020-04-23,0.644
2020-04-24,0.661
2020-04-27,0.648
2020-04-28,0.667
2020-04-29,0.727
2020-04-30,0.698
2020-05-01,0.766
2020-05-04,0.822
2020-05-05,0.901
2020-05-06,0.877
2020-05-07,0.931
2020-05-08,0.952
2020-05-11,0.924
2020-05-12,0.919
2020-05-13,0.853
2020-05-14,0.915
2020-05-15,0.97
2020-05-18,1.026
2020-05-19,1.045
2020-05-20,1.044
2020-05-21,1.045
2020-05-22,1.038
2020-05-26,1.049
2020-05-27,0.993
2020-05-28,0.999
2020-05-29,1.026
2020-06-01,1.067
2020-06-02,1.118
2020-06-03,1.119
2020-06-04,1.149
2020-06-05,1.214
2020-06-08,1.195
2020-06-09,1.21
2020-06-10,1.21
2020-06-11,1.119
2020-06-12,1.124
2020-06-15,1.166
2020-06-16,1.207
2020-06-17,1.215
2020-06-18,1.258
2020-06-19,1.272
2020-06-22,1.291
2020-06-23,1.299
2020-06-24,1.196
2020-06-25,1.194
2020-06-26,1.153
2020-06-29,1.184
2020-06-30,1.2
2020-07-01,1.217
2020-07-02,1.259
2020-07-06,1.241
2020-07-07,1.275
2020-07-08,1.291
2020-07-09,1.251
2020-07-10,1.283
2020-07-13,1.273
2020-07-14,1.247
2020-07-15,1.265
2020-07-16,1.234
2020-07-17,1.225
2020-07-20,1.229
2020-07-21,1.28
2020-07-22,1.283
2020-07-23,1.259
2020-07-24,1.285
2020-07-27,1.275
2020-07-28,1.266
2020-07-29,1.242
2020-07-30,1.22
2020-07-31,1.187
2020-08-03,1.213
2020-08-04,1.214
2020-08-05,1.223
2020-08-06,1.228
2020-08-07,1.208
2020-08-10,1.229
2020-08-11,1.205
2020-08-12,1.244
2020-08-13,1.235
2020-08-14,1.245
2020-08-17,1.27
2020-08-18,1.283
2020-08-19,1.291
2020-08-20,1.297
2020-08-21,1.284
2020-08-24,1.367
2020-08-25,1.396
2020-08-26,1.361
2020-08-27,1.285
2020-08-28,1.316
2020-08-31,1.276
2020-09-01,1.225
2020-09-02,1.202
2020-09-03,1.205
2020-09-04,1.177
2020-09-08,1.103
2020-09-09,1.119
2020-09-10,1.098
2020-09-11,1.095
2020-09-14,1.107
2020-09-15,1.138
2020-09-16,1.189
2020-09-17,1.224
2020-09-18,1.237
2020-09-21,1.177
2020-09-22,1.164
2020-09-23,1.181
2020-09-24,1.196
2020-09-25,1.214
2020-09-28,1.247
2020-09-29,1.202
2020-09-30,1.201
2020-10-01,1.152
2020-10-02,1.124
2020-10-05,1.194
2020-10-06,1.235
2020-10-07,1.201
2020-10-08,1.232
2020-10-09,1.203
2020-10-12,1.176
2020-10-13,1.183
2020-10-14,1.197
2020-10-15,1.18
2020-10-16,1.169
2020-10-19,1.162
2020-10-20,1.188
2020-10-21,1.14
2020-10-22,1.158
2020-10-23,1.139
2020-10-26,1.112
2020-10-27,1.143
2020-10-28,1.081
2020-10-29,1.052
2020-10-30,1.05
2020-11-02,1.052
2020-11-03,1.077
2020-11-04,1.108
2020-11-05,1.116
2020-11-06,1.084
2020-11-09,1.161
2020-11-10,1.194
2020-11-11,1.176
2020-11-12,1.157
2020-11-13,1.125
2020-11-16,1.147
2020-11-17,1.153
2020-11-18,1.163
2020-11-19,1.163
2020-11-20,1.175
2020-11-23,1.204
2020-11-24,1.258
2020-11-25,1.288
2020-11-30,1.249
2020-12-01,1.22
2020-12-02,1.24
2020-12-03,1.262
2020-12-04,1.269
2020-12-07,1.256
2020-12-08,1.256
2020-12-09,1.276
2020-12-10,1.317
2020-12-11,1.308
2020-12-14,1.319
2020-12-15,1.327
2020-12-16,1.353
2020-12-17,1.388
2020-12-18,1.396
2020-12-21,1.36
2020-12-22,1.34
2020-12-23,1.382
2020-12-24,1.379
2020-12-28,1.368
2020-12-29,1.388
2020-12-30,1.412
2020-12-31,1.408
2021-01-04,1.373
2021-01-05,1.452
2021-01-06,1.475
2021-01-07,1.483
2021-01-08,1.542
2021-01-11,1.521
2021-01-12,1.553
2021-01-13,1.549
2021-01-14,1.554
2021-01-15,1.528
2021-01-19,1.538
2021-01-20,1.544
2021-01-21,1.548
2021-01-22,1.549
2021-01-25,1.561
2021-01-26,1.581
2021-01-27,1.577
2021-01-28,1.583
2021-01-29,1.573
2021-02-01,1.59
2021-02-02,1.616
2021-02-03,1.649
2021-02-04,1.645
2021-02-05,1.649
2021-02-08,1.675
2021-02-09,1.674
2021-02-10,1.653
2021-02-11,1.65
2021-02-12,1.693
2021-02-16,1.773
2021-02-17,1.811
2021-02-18,1.794
2021-02-19,1.807
2021-02-22,1.842
2021-02-23,1.859
2021-02-24,1.896
2021-02-25,1.892
2021-02-26,1.877
2021-03-01,1.943
2021-03-02,1.936
2021-03-03,1.952
2021-03-04,1.998
2021-03-05,2.065
2021-03-08,2.049
2021-03-09,2.05
2021-03-10,2.08
2021-03-11,2.138
2021-03-12,2.15
2021-03-15,2.105
2021-03-16,2.101
2021-03-17,2.047
2021-03-18,1.944
2021-03-19,1.943
2021-03-22,1.96
2021-03-23,1.896
2021-03-24,1.989
2021-03-25,1.921
2021-03-26,1.967
2021-03-29,1.995
2021-03-30,1.989
2021-03-31,1.953
2021-04-01,2.022
2021-04-05,1.961
2021-04-06,1.966
2021-04-07,1.952
2021-04-08,1.959
2021-04-09,1.962
2021-04-12,1.97
2021-04-13,1.976
2021-04-14,2.036
2021-04-15,2.052
2021-04-16,2.04
2021-04-19,2.045
2021-04-20,2.017
2021-04-21,1.983
2021-04-22,1.975
2021-04-23,1.996
2021-04-26,1.979
2021-04-27,2.02
2021-04-28,2.072
2021-04-29,2.1
2021-04-30,2.07
2021-05-03,2.102
2021-05-04,2.151
2021-05-05,2.151
2021-05-06,2.114
2021-05-07,2.127
2021-05-10,2.133
2021-05-11,2.14
2021-05-12,2.161
2021-05-13,2.095
2021-05-14,2.127
2021-05-17,2.158
2021-05-18,2.161
2021-05-19,2.102
2021-05-20,2.047
2021-05-21,2.069
2021-05-24,2.118
2021-05-25,2.117
2021-05-26,2.15
2021-05-27,2.152
2021-05-28,2.14
2021-06-01,2.17
2021-06-02,2.194
2021-06-03,2.202
2021-06-04,2.212
2021-06-07,2.193
2021-06-08,2.219
2021-06-09,2.203
2021-06-10,2.212
2021-06-11,2.186
2021-06-14,2.171
2021-06-15,2.171
2021-06-16,2.156
2021-06-17,2.134
2021-06-18,2.168
2021-06-21,2.197
2021-06-22,2.224
2021-06-23,2.267
2021-06-24,2.281
2021-06-25,2.264
2021-06-28,2.217
2021-06-29,2.239
2021-06-30,2.244
2021-07-01,2.268
2021-07-02,2.3
2021-07-06,2.228
2021-07-07,2.206
2021-07-08,2.255
2021-07-09,2.292
2021-07-12,2.277
2021-07-13,2.318
2021-07-14,2.294
2021-07-15,2.25
2021-07-16,2.254
2021-07-19,2.11
2021-07-20,2.132
2021-07-21,2.217
2021-07-22,2.273
2021-07-23,2.291
2021-07-26,2.308
2021-07-27,2.314
2021-07-28,2.308
2021-07-29,2.351
2021-07-30,2.366
2021-08-02,2.275
2021-08-03,2.271
2021-08-04,2.25
2021-08-05,2.294
2021-08-06,2.257
2021-08-09,2.235
2021-08-10,2.268
2021-08-11,2.302
2021-08-12,2.275
2021-08-13,2.263
2021-08-16,2.201
2021-08-17,2.166
2021-08-18,2.148
2021-08-19,2.082
2021-08-20,2.024
2021-08-23,2.123
2021-08-24,2.181
2021-08-25,2.301
2021-08-26,2.255
2021-08-27,2.274
2021-08-30,2.313
2021-08-31,2.283
2021-09-01,2.111
2021-09-02,2.164
2021-09-03,2.154
2021-09-07,2.13
2021-09-08,2.132
2021-09-09,2.1
2021-09-10,2.154
2021-09-13,2.161
2021-09-14,2.172
2021-09-15,2.207
2021-09-16,2.181
2021-09-17,2.171
2021-09-20,2.115
2021-09-21,2.105
2021-09-22,2.124
2021-09-23,2.172
2021-09-24,2.188
2021-09-27,2.224
2021-09-28,2.202
2021-09-29,2.229
2021-09-30,2.254
2021-10-01,2.25
2021-10-04,2.309
2021-10-05,2.358
2021-10-06,2.308
2021-10-07,2.334
2021-10-08,2.366
2021-10-11,2.378
2021-10-12,2.383
2021-10-13,2.406
2021-10-14,2.435
2021-10-15,2.486
2021-10-18,2.487
2021-10-19,2.476
2021-10-20,2.508
2021-10-21,2.48
2021-10-22,2.482
2021-10-25,2.516
2021-10-26,2.517
2021-10-27,2.45
2021-10-28,2.435
2021-10-29,2.462
2021-11-01,2.409
2021-11-02,2.45
2021-11-03,2.339
2021-11-04,2.293
2021-11-05,2.321
2021-11-08,2.322
2021-11-09,2.375
2021-11-10,2.297
2021-11-11,2.318
2021-11-12,2.311
2021-11-15,2.329
2021-11-16,2.35
2021-11-17,2.28
2021-11-18,2.294
2021-11-19,2.212
2021-11-22,2.26
2021-11-23,2.337
2021-11-24,2.32
2021-11-29,2.077
2021-11-30,1.98
2021-12-01,1.951
2021-12-02,1.968
2021-12-03,1.953
2021-12-06,2.043
2021-12-07,2.1
2021-12-08,2.149
2021-12-09,2.128
2021-12-10,2.137
2021-12-13,2.117
2021-12-14,2.111
2021-12-15,2.128
2021-12-16,2.178
2021-12-17,2.122
2021-12-20,2.09
2021-12-21,2.152
2021-12-22,2.168
2021-12-23,2.206
2021-12-27,2.234
2021-12-28,2.247
2021-12-29,2.272
2021-12-30,2.297
2021-12-31,2.229
2022-01-03,2.257
2022-01-04,2.276
2022-01-05,2.292
2022-01-06,2.304
2022-01-07,2.299
2022-01-10,2.275
2022-01-11,2.357
2022-01-12,2.391
2022-01-13,2.384
2022-01-14,2.419
2022-01-18,2.432
2022-01-19,2.457
2022-01-20,2.462
2022-01-21,2.442
2022-01-24,2.398
2022-01-25,2.46
2022-01-26,2.523
2022-01-27,2.521
2022-01-28,2.542
2022-01-31,2.554
2022-02-01,2.575
2022-02-02,2.607
2022-02-03,2.643
2022-02-04,2.679
2022-02-07,2.685
2022-02-08,2.625
2022-02-09,2.653
2022-02-10,2.665
2022-02-11,2.739
2022-02-14,2.779
2022-02-15,2.669
2022-02-16,2.677
2022-02-17,2.649
2022-02-18,2.67
2022-02-22,2.711
2022-02-23,2.725
2022-02-24,2.771
2022-02-25,2.727
2022-02-28,2.797
2022-03-01,3.089
2022-03-02,3.308
2022-03-03,3.284
2022-03-04,3.544
2022-03-07,3.572
2022-03-08,3.683
2022-03-09,3.294
2022-03-10,3.157
2022-03-11,3.312
2022-03-14,3.169
2022-03-15,2.998
2022-03-16,2.988
2022-03-17,3.217
2022-03-18,3.239
2022-03-21,3.372
2022-03-22,3.331
2022-03-23,3.439
2022-03-24,3.39
2022-03-25,3.47
2022-03-28,3.219
2022-03-29,3.203
2022-03-30,3.325
2022-03-31,3.19
2022-04-01,3.154
2022-04-04,3.198
2022-04-05,3.165
2022-04-06,3.046
2022-04-07,3.04
2022-04-08,3.132
2022-04-11,3.003
2022-04-12,3.154
2022-04-13,3.291
2022-04-14,3.381
2022-04-18,3.378
2022-04-19,3.247
2022-04-20,3.285
2022-04-21,3.339
2022-04-22,3.305
2022-04-25,3.24
2022-04-26,3.339
2022-04-27,3.456
2022-04-28,3.503
2022-04-29,3.472
2022-05-02,3.51
2022-05-03,3.501
2022-05-04,3.652
2022-05-05,3.659
2022-05-06,3.759
2022-05-09,3.642
2022-05-10,3.542
2022-05-11,3.686
2022-05-12,3.792
2022-05-13,3.958
2022-05-16,4.023
2022-05-17,3.942
2022-05-18,3.721
2022-05-19,3.832
2022-05-20,3.837
2022-05-23,3.798
2022-05-24,3.811
2022-05-25,3.832
2022-05-26,3.877
2022-05-27,4.016
2022-05-31,4.08
2022-06-01,4.072
2022-06-02,4.191
2022-06-03,4.252
2022-06-06,4.193
2022-06-07,4.158
2022-06-08,4.222
2022-06-09,4.276
2022-06-10,4.172
2022-06-13,4.035
2022-06-14,3.994
2022-06-15,3.894
2022-06-16,3.956
2022-06-17,3.793
2022-06-21,3.795
2022-06-22,3.834
2022-06-23,3.766
2022-06-24,3.885
2022-06-27,3.837
2022-06-28,3.935
2022-06-29,3.827
2022-06-30,3.65
2022-07-01,3.688
2022-07-05,3.329
2022-07-06,3.237
2022-07-07,3.42
2022-07-08,3.447
2022-07-11,3.462
2022-07-12,3.265
2022-07-13,3.234
2022-07-14,3.187
2022-07-15,3.213
2022-07-18,3.264
2022-07-19,3.308
2022-07-20,3.275
2022-07-21,3.15
2022-07-22,3.223
2022-07-25,3.382
2022-07-26,3.355
2022-07-27,3.429
2022-07-28,3.465
2022-07-29,3.488
2022-08-01,2.998
2022-08-02,3.057
2022-08-03,2.912
2022-08-04,2.794
2022-08-05,2.856
2022-08-08,2.886
2022-08-09,2.96
2022-08-10,3.07
2022-08-11,3.072
2022-08-12,3.046
2022-08-15,2.952
2022-08-16,2.901
2022-08-17,2.935
2022-08-18,3.026
2022-08-19,3.018
2022-08-22,2.891
2022-08-23,2.933
2022-08-24,2.801
2022-08-25,2.812
2022-08-26,2.851
2022-08-29,2.878
2022-08-30,2.694
2022-08-31,2.606
2022-09-01,2.385
2022-09-02,2.464
2022-09-06,2.416
2022-09-07,2.308
2022-09-08,2.346
2022-09-09,2.433
2022-09-12,2.445
2022-09-13,2.48
2022-09-14,2.525
2022-09-15,2.429
2022-09-16,2.416
2022-09-19,2.464
2022-09-20,2.448
2022-09-21,2.487
2022-09-22,2.516
2022-09-23,2.383
2022-09-26,2.384
2022-09-27,2.493
2022-09-28,2.578
2022-09-29,2.508
2022-09-30,2.473
2022-10-03,2.513
2022-10-04,2.683
2022-10-05,2.669
2022-10-06,2.681
2022-10-07,2.735
2022-10-10,2.623
2022-10-11,2.627
2022-10-12,2.63
2022-10-13,2.703
2022-10-14,2.631
2022-10-17,2.593
2022-10-18,2.551
2022-10-19,2.652
2022-10-20,2.648
2022-10-21,2.662
2022-10-24,2.73
2022-10-25,2.916
2022-10-26,2.899
2022-10-27,3.012
2022-10-28,2.907
2022-10-31,2.811
2022-11-01,2.595
2022-11-02,2.697
2022-11-03,2.694
2022-11-04,2.735
2022-11-07,2.653
2022-11-08,2.637
2022-11-09,2.545
2022-11-10,2.566
2022-11-11,2.61
2022-11-14,2.529
2022-11-15,2.516
2022-11-16,2.508
2022-11-17,2.455
2022-11-18,2.421
